TAS7x00 Report File,,,,,,,
383,0.766,-0.00011251,-0.000330325,,,,
384,0.768,-0.00013063,-0.00030386,,,,
385,0.77,-0.000125862,-0.000310059,,,,
386,0.772,-0.000139213,-0.000278588,,,,
387,0.774,-0.000138736,-0.000263329,,,,
388,0.776,-0.000109649,-0.000241633,,,,
389,0.778,-0.000118709,-0.000252123,,,,
390,0.78,-0.000123478,-0.000280734,,,,
391,0.782,-0.000133491,-0.000277396,,,,
392,0.784,-0.000143028,-0.00023758,,,,
393,0.786,-0.000145412,-0.000245448,,,,
394,0.788,-0.00017593,-0.000214215,,,,
395,0.79,-0.000157333,-0.000213976,,,,
396,0.792,-0.0001292,-0.000158902,,,,
397,0.794,-0.000102974,-0.000165101,,,,
398,0.796,-9.58E-05,-0.000150795,,,,
399,0.798,-4.58E-05,-0.000126477,,,,
400,0.8,-6.86E-05,-9.79E-05,,,,
401,0.802,-7.91E-05,-0.000111695,,,,
402,0.804,-4.96E-05,-9.36E-05,,,,
403,0.806,-8.25E-05,-9.41E-05,,,,
404,0.808,-7.39E-05,-8.57E-05,,,,
405,0.81,-1.81E-05,-8.21E-05,,,,
406,0.812,-7.13E-06,-8.12E-05,,,,
407,0.814,-2.57E-05,-8.90E-05,,,,
408,0.816,1.91E-05,-6.83E-05,,,,
409,0.818,2.53E-05,-5.78E-05,,,,
410,0.82,5.15E-05,-3.30E-05,,,,
411,0.822,3.63E-05,-3.11E-05,,,,
412,0.824,5.34E-05,-4.90E-05,,,,
413,0.826,3.96E-05,-3.44E-05,,,,
414,0.828,5.87E-05,1.35E-05,,,,
415,0.83,2.96E-05,3.16E-05,,,,
416,0.832,8.59E-05,7.05E-05,,,,
417,0.834,0.000115895,8.24E-05,,,,
418,0.836,0.000153565,0.000107889,,,,
419,0.838,0.000180745,0.00011528,,,,
420,0.84,0.000195527,0.00011981,,,,
421,0.842,0.000247979,0.000125293,,,,
422,0.844,0.000217938,0.00012577,,,,
423,0.846,0.000254178,0.000127678,,,,
424,0.848,0.000274682,0.000122671,,,,
425,0.85,0.000307107,0.000131969,,,,
426,0.852,0.000288987,9.76E-05,,,,
427,0.854,0.000299,0.000106458,,,,
428,0.856,0.000345253,0.000133161,,,,
429,0.858,0.000330472,0.00011528,,,,
430,0.86,0.000303292,0.00014842,,,,
431,0.862,0.000309491,0.00012124,,,,
432,0.864,0.000275635,0.00014985,,,,
433,0.866,0.000272297,0.0001303,,,,
434,0.868,0.000217461,0.000143413,,,,
435,0.87,0.000286603,0.000128631,,,,
436,0.872,0.000285649,0.000127678,,,,
437,0.874,0.000300908,0.000123624,,,,
438,0.876,0.000274682,0.00012434,,,,
439,0.878,0.000274682,0.000148897,,,,
440,0.88,0.000293278,0.000109796,,,,
441,0.882,0.000224614,8.29E-05,,,,
442,0.884,0.000240826,7.36E-05,,,,
443,0.886,0.000238919,3.68E-05,,,,
444,0.888,0.000139737,5.42E-05,,,,
445,0.89,0.000106835,2.75E-05,,,,
446,0.892,9.78E-05,-2.74E-06,,,,
447,0.894,2.58E-05,-2.30E-05,,,,
448,0.896,5.87E-05,-5.85E-05,,,,
449,0.898,1.58E-05,-8.19E-05,,,,
450,0.9,-2.14E-05,-9.50E-05,,,,
451,0.902,-6.86E-05,-8.79E-05,,,,
452,0.904,-7.10E-05,-0.000117178,,,,
453,0.906,-6.05E-05,-0.000148888,,,,
454,0.908,-0.000115848,-0.000144597,,,,
455,0.91,-0.000108219,-0.000172253,,,,
456,0.912,-0.000156379,-0.000179406,,,,
457,0.914,-0.00015781,-0.000190373,,,,
458,0.916,-0.000129676,-0.000198002,,,,
459,0.918,-0.000123954,-0.000223036,,,,
460,0.92,-8.72E-05,-0.000227089,,,,
461,0.922,-0.000114418,-0.0002526,,,,
462,0.924,-0.00015924,-0.000282164,,,,
463,0.926,-0.00019548,-0.000312682,,,,
464,0.928,-0.000182605,-0.000313397,,,,
465,0.93,-0.000201202,-0.000346537,,,,
466,0.932,-0.000215507,-0.000342722,,,,
467,0.934,-0.000229335,-0.000331755,,,,
468,0.936,-0.000247932,-0.000323887,,,,
469,0.938,-0.000243641,-0.00031602,,,,
470,0.94,-0.000301815,-0.000330801,,,,
471,0.942,-0.000300861,-0.000357028,,,,
472,0.944,-0.000309921,-0.000363703,,,,
473,0.946,-0.000296093,-0.000371571,,,,
474,0.948,-0.000353313,-0.000394936,,,,
475,0.95,-0.00038097,-0.00040948,,,,
476,0.952,-0.000338054,-0.000365611,,,,
477,0.954,-0.00036285,-0.00037777,,,,
478,0.956,-0.000371433,-0.000352736,,,,
479,0.958,-0.000414825,-0.000367041,,,,
480,0.96,-0.00039003,-0.000359889,,,,
481,0.962,-0.000412918,-0.000331755,,,,
482,0.964,-0.000431514,-0.000341292,,,,
483,0.966,-0.000453449,-0.000360604,,,,
484,0.968,-0.000500656,-0.000385638,,,,
485,0.97,-0.000462509,-0.000370141,,,,
486,0.972,-0.000469184,-0.00035965,,,,
487,0.974,-0.000519252,-0.000353451,,,,
